Borough,Geographical  District,Admin District,ATS Code,Location Name,Grade Level,Building Code,Building Name,Address,Building Ownership Description,Room No,Area,Function,Is school co-located?,Inside v outside,Is the space shared by any other schools?,Space used for any other purpose beside PE
X,7,7,07X296,South Bronx Academy for Applied Media,Junior High-Intermediate-Middle,X184,I.S. 184 - Bronx,778 Forest Avenue,DOE Owned,GYM,5103,Gymnasium,true,Inside,true,false
X,7,7,07X296,South Bronx Academy for Applied Media,Junior High-Intermediate-Middle,X184,I.S. 184 - Bronx,778 Forest Avenue,DOE Owned,Outdoor Yard 1,17971,Outdoor Yard,true,Outdoor,true,false
X,7,7,07X298,Academy of Public Relations,Junior High-Intermediate-Middle,X184,I.S. 184 - Bronx,778 Forest Avenue,DOE Owned,129,1134,Dance Room,true,Inside,true,false
X,7,7,07X298,Academy of Public Relations,Junior High-Intermediate-Middle,X184,I.S. 184 - Bronx,778 Forest Avenue,DOE Owned,GYM,5103,Gymnasium,true,Inside,true,false
X,7,7,07X298,Academy of Public Relations,Junior High-Intermediate-Middle,X184,I.S. 184 - Bronx,778 Forest Avenue,DOE Owned,Outdoor Yard 1,17971,Outdoor Yard,true,Outdoor,true,false
X,7,7,07X334,International Community High School,High school,X139,J.H.S. 222 - Bronx,345 Brook Avenue,DOE Owned,GYM,6045,Gymnasium,true,Inside,true,false
X,7,7,07X334,International Community High School,High school,X139,J.H.S. 222 - Bronx,345 Brook Avenue,DOE Owned,GYM1,169,Weight Room,true,Inside,true,false
X,7,7,07X343,Academy of Applied Mathematics and Technology,Junior High-Intermediate-Middle,X139,J.H.S. 222 - Bronx,345 Brook Avenue,DOE Owned,GYM,6045,Gymnasium,true,Inside,true,false
X,7,7,07X343,Academy of Applied Mathematics and Technology,Junior High-Intermediate-Middle,X139,J.H.S. 222 - Bronx,345 Brook Avenue,DOE Owned,GYM1,169,Weight Room,true,Inside,true,false
X,7,7,07X359,Concourse Village Elementary School,Elementary,X156,P.S. 156 - Bronx,750 Concourse Village West,DOE Owned,163,750,Dance Room,true,Inside,true,false
X,7,7,07X359,Concourse Village Elementary School,Elementary,X156,P.S. 156 - Bronx,750 Concourse Village West,DOE Owned,175,3080,Gymnasium,true,Inside,true,false
X,7,7,07X359,Concourse Village Elementary School,Elementary,X156,P.S. 156 - Bronx,750 Concourse Village West,DOE Owned,206,486,Dance Room,true,Inside,true,false
X,7,7,07X359,Concourse Village Elementary School,Elementary,X156,P.S. 156 - Bronx,750 Concourse Village West,DOE Owned,Outdoor Yard 1,28263,Outdoor Yard,true,Outdoor,true,false
X,7,7,07X369,Young Leaders Elementary School,Elementary,X040,P.S. 220 - Bronx,468 East 140 Street,DOE Owned,MULTI,2912,Gymnasium/Auditorium/Caferteria/Multi-Purpose,true,Inside,true,true
X,7,7,07X379,Jill Chaifetz Transfer High School,High school,X184,I.S. 184 - Bronx,778 Forest Avenue,DOE Owned,129,1134,Dance Room,true,Inside,true,false
X,7,7,07X379,Jill Chaifetz Transfer High School,High school,X184,I.S. 184 - Bronx,778 Forest Avenue,DOE Owned,GYM,5103,Gymnasium,true,Inside,true,false
X,7,7,07X379,Jill Chaifetz Transfer High School,High school,X184,I.S. 184 - Bronx,778 Forest Avenue,DOE Owned,Outdoor Yard 1,17971,Outdoor Yard,true,Outdoor,true,false
X,7,7,07X381,Bronx Haven High School,High school,X600,Alfred E. Smith Hs - X,333 East 151 Street,DOE Owned,101A,1536,Weight Room,true,Inside,true,false
X,7,7,07X381,Bronx Haven High School,High school,X600,Alfred E. Smith Hs - X,333 East 151 Street,DOE Owned,343,7600,Gymnasium,true,Inside,true,false
X,7,7,07X427,Community School for Social Justice,High school,X884,Health Opportunities Hs - X,350 Gerard Avenue,Tax Levy Lease,380,7488,Gymnasium,true,Inside,true,false
X,7,7,07X473,Mott Haven Village Preparatory High School,High school,X470,South Bronx Educational Campus (Old 38) - X,701 St. Anns Avenue,DOE Owned,GYM.,6175,Gymnasium,true,Inside,true,false
X,7,7,07X495,University Heights Secondary School,High school,X470,South Bronx Educational Campus (Old 38) - X,701 St. Anns Avenue,DOE Owned,GYM.,6175,Gymnasium,true,Inside,true,false
X,7,7,07X500,Hostos-Lincoln Academy of Science,Secondary School,X162,I.S. 162 - Bronx,600 Saint Ann'S Avenue,DOE Owned,147,1148,Auxiliary Exercise Room,true,Inside,true,false
X,7,7,07X500,Hostos-Lincoln Academy of Science,Secondary School,X162,I.S. 162 - Bronx,600 Saint Ann'S Avenue,DOE Owned,359,910,Auxiliary Exercise Room,true,Inside,true,false
X,7,7,07X500,Hostos-Lincoln Academy of Science,Secondary School,X162,I.S. 162 - Bronx,600 Saint Ann'S Avenue,DOE Owned,GYM,6500,Gymnasium,true,Inside,true,false
X,7,7,07X500,Hostos-Lincoln Academy of Science,Secondary School,X162,I.S. 162 - Bronx,600 Saint Ann'S Avenue,DOE Owned,Outdoor Yard 1,33293,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X107,P.S. 107,Elementary,X107,P.S. 107 - Bronx,1695 Seward Avenue,DOE Owned,GYM,4234,Gymnasium,true,Inside,true,false
X,7,7,07X500,Hostos-Lincoln Academy of Science,Secondary School,X162,I.S. 162 - Bronx,600 Saint Ann'S Avenue,DOE Owned,Outdoor Yard 2,11301,Outdoor Yard,true,Outdoor,true,false
X,7,7,07X522,Bronx Design and Construction Academy,High school,X600,Alfred E. Smith Hs - X,333 East 151 Street,DOE Owned,101A,1536,Weight Room,true,Inside,true,false
X,7,7,07X522,Bronx Design and Construction Academy,High school,X600,Alfred E. Smith Hs - X,333 East 151 Street,DOE Owned,343,7600,Gymnasium,true,Inside,true,false
X,7,7,07X527,Bronx Leadership Academy II High School,High school,X790,Mott Haven Educational Campus - Bronx,730 Concourse Village West,DOE Owned,C35,6831,Gymnasium,true,Inside,true,false
X,7,7,07X527,Bronx Leadership Academy II High School,High school,X790,Mott Haven Educational Campus - Bronx,730 Concourse Village West,DOE Owned,C47,1470,Dance Room,true,Inside,true,false
X,7,7,07X527,Bronx Leadership Academy II High School,High school,X790,Mott Haven Educational Campus - Bronx,730 Concourse Village West,DOE Owned,C65,7242,Gymnasium,true,Inside,true,false
X,7,7,07X527,Bronx Leadership Academy II High School,High school,X790,Mott Haven Educational Campus - Bronx,730 Concourse Village West,DOE Owned,C65A,2769,Gymnasium,true,Inside,true,false
X,7,7,07X547,New Explorers High School,High school,X790,Mott Haven Educational Campus - Bronx,730 Concourse Village West,DOE Owned,C35,6831,Gymnasium,true,Inside,true,false
X,7,7,07X547,New Explorers High School,High school,X790,Mott Haven Educational Campus - Bronx,730 Concourse Village West,DOE Owned,C47,1470,Dance Room,true,Inside,true,false
X,7,7,07X547,New Explorers High School,High school,X790,Mott Haven Educational Campus - Bronx,730 Concourse Village West,DOE Owned,C65,7242,Gymnasium,true,Inside,true,false
X,7,7,07X547,New Explorers High School,High school,X790,Mott Haven Educational Campus - Bronx,730 Concourse Village West,DOE Owned,C65A,2769,Gymnasium,true,Inside,true,false
X,7,7,07X548,Careers in Sports High School,High school,X790,Mott Haven Educational Campus - Bronx,730 Concourse Village West,DOE Owned,C35,6831,Gymnasium,true,Inside,true,false
X,7,7,07X548,Careers in Sports High School,High school,X790,Mott Haven Educational Campus - Bronx,730 Concourse Village West,DOE Owned,C47,1470,Dance Room,true,Inside,true,false
X,7,7,07X548,Careers in Sports High School,High school,X790,Mott Haven Educational Campus - Bronx,730 Concourse Village West,DOE Owned,C65,7242,Gymnasium,true,Inside,true,false
X,7,7,07X548,Careers in Sports High School,High school,X790,Mott Haven Educational Campus - Bronx,730 Concourse Village West,DOE Owned,C65A,2769,Gymnasium,true,Inside,true,false
X,7,7,07X551,The Urban Assembly Bronx Academy of Letters,Secondary School,X183,J.H.S. 203 - Bronx,339 Morris Avenue,DOE Owned,109,1456,Dance Room,true,Inside,true,false
X,7,7,07X551,The Urban Assembly Bronx Academy of Letters,Secondary School,X183,J.H.S. 203 - Bronx,339 Morris Avenue,DOE Owned,GYM,5880,Gymnasium,true,Inside,true,false
X,7,7,07X551,The Urban Assembly Bronx Academy of Letters,Secondary School,X183,J.H.S. 203 - Bronx,339 Morris Avenue,DOE Owned,Outdoor Yard 1,33651,Outdoor Yard,true,Outdoor,true,false
X,7,7,07X557,Mott Haven Community High School,High school,X655,Samuel Gompers Voc Hs - X,455 Southern Blvd,DOE Owned,401,756,Weight Room,true,Inside,true,false
X,7,7,07X557,Mott Haven Community High School,High school,X655,Samuel Gompers Voc Hs - X,455 Southern Blvd,DOE Owned,B19,1590,Weight Room,true,Inside,true,false
X,7,7,07X557,Mott Haven Community High School,High school,X655,Samuel Gompers Voc Hs - X,455 Southern Blvd,DOE Owned,GYM 3FL,6642,Gymnasium,true,Inside,true,false
X,7,7,07X600,Alfred E. Smith Career and Technical Education High School,High school,X600,Alfred E. Smith Hs - X,333 East 151 Street,DOE Owned,101A,1536,Weight Room,true,Inside,true,false
X,7,7,07X600,Alfred E. Smith Career and Technical Education High School,High school,X600,Alfred E. Smith Hs - X,333 East 151 Street,DOE Owned,343,7600,Gymnasium,true,Inside,true,false
X,7,7,07X670,Health Opportunities High School,High school,X884,Health Opportunities Hs - X,350 Gerard Avenue,Tax Levy Lease,380,7488,Gymnasium,true,Inside,true,false
X,8,8,08X014,P.S. X014 Senator John Calandra,Elementary,X014,P.S. 14 - Bronx,3041 Bruckner Boulevard,DOE Owned,GYM,3339,Gymnasium,false,Inside,false,false
X,8,8,08X014,P.S. X014 Senator John Calandra,Elementary,X014,P.S. 14 - Bronx,3041 Bruckner Boulevard,DOE Owned,Outdoor Yard 1,41020,Outdoor Yard,false,Outdoor,false,false
X,8,8,08X036,P.S. 036 Unionport,Elementary,X036,P.S. 36 - Bronx,1070 Castle Hill Avenue,DOE Owned,GYM,4368,Gymnasium,false,Inside,false,false
X,8,8,08X036,P.S. 036 Unionport,Elementary,X036,P.S. 36 - Bronx,1070 Castle Hill Avenue,DOE Owned,Outdoor Yard 1,48000,Outdoor Yard,false,Outdoor,false,false
X,8,8,08X048,P.S. 048 Joseph R. Drake,Elementary,X048,P.S. 48 - Bronx,1290 Spofford Avenue,DOE Owned,Outdoor Yard 1,5931,Outdoor Yard,false,Outdoor,false,false
X,8,8,08X048,P.S. 048 Joseph R. Drake,Elementary,X048,P.S. 48 - Bronx,1290 Spofford Avenue,DOE Owned,Outdoor Yard 2,4386,Outdoor Yard,false,Outdoor,false,false
X,8,8,08X048,P.S. 048 Joseph R. Drake,Elementary,X048,P.S. 48 - Bronx,1290 Spofford Avenue,DOE Owned,MULTI1,3021,Multi-Purpose Non Classroom,false,Inside,false,true
X,8,8,08X048,P.S. 048 Joseph R. Drake,Elementary,X048,P.S. 48 - Bronx,1290 Spofford Avenue,DOE Owned,MULTI2,2808,Multi-Purpose Non Classroom,false,Inside,false,true
X,8,8,08X048,P.S. 048 Joseph R. Drake,Elementary,X848,P.S. 48 Ax (Hnts Pnt Ecc1)-Bronx,659 Coster Street,DOE Owned,115,638,Auxiliary Exercise Room,false,Inside,false,false
X,8,8,08X048,P.S. 048 Joseph R. Drake,Elementary,X848,P.S. 48 Ax (Hnts Pnt Ecc1)-Bronx,659 Coster Street,DOE Owned,Outdoor Yard 1,3266,Outdoor Yard,false,Outdoor,false,false
X,8,8,08X062,P.S. 062 Inocensio Casanova,Elementary,X062,P.S. 62 - Bronx,660 Fox Street,DOE Owned,GYMA,1792,Gymnasium,false,Inside,false,false
X,8,8,08X062,P.S. 062 Inocensio Casanova,Elementary,X062,P.S. 62 - Bronx,660 Fox Street,DOE Owned,GYMB,1792,Gymnasium,false,Inside,false,false
X,8,8,08X062,P.S. 062 Inocensio Casanova,Elementary,X062,P.S. 62 - Bronx,660 Fox Street,DOE Owned,Outdoor Yard 1,35099,Outdoor Yard,false,Outdoor,false,false
X,8,8,08X069,P.S. 069 Journey Prep School,Elementary,X069,P.S. 69 - Bronx,560 Thieriot Avenue,DOE Owned,GYM,1600,Gymnasium,false,Inside,true,false
X,8,8,08X069,P.S. 069 Journey Prep School,Elementary,X069,P.S. 69 - Bronx,560 Thieriot Avenue,DOE Owned,Outdoor Yard 1,31937,Outdoor Yard,false,Outdoor,false,false
X,8,8,08X071,P.S. 071 Rose E. Scala,K-8,X071,P.S. 71 - Bronx,3040 Roberts Avenue,DOE Owned,214,621,Dance Room,false,Inside,false,false
X,8,8,08X071,P.S. 071 Rose E. Scala,K-8,X071,P.S. 71 - Bronx,3040 Roberts Avenue,DOE Owned,GYM 3RD,4505,Gymnasium,false,Inside,false,false
X,8,8,08X071,P.S. 071 Rose E. Scala,K-8,X071,P.S. 71 - Bronx,3040 Roberts Avenue,DOE Owned,GYM 5TH,2968,Gymnasium,false,Inside,false,false
X,8,8,08X071,P.S. 071 Rose E. Scala,K-8,X071,P.S. 71 - Bronx,3040 Roberts Avenue,DOE Owned,Outdoor Yard 1,25570,Outdoor Yard,false,Outdoor,false,false
X,8,8,08X072,P.S. 072 Dr. William Dorney,Elementary,X072,P.S. 72 - Bronx,2951 Dewey Avenue,DOE Owned,GYM,4212,Gymnasium,false,Inside,false,false
X,8,8,08X072,P.S. 072 Dr. William Dorney,Elementary,X072,P.S. 72 - Bronx,2951 Dewey Avenue,DOE Owned,Outdoor Yard 1,15184,Outdoor Yard,false,Outdoor,false,false
X,8,8,08X075,P.S. 75 School of Research and Discovery,Elementary,X075,P.S. 75 - Bronx,984 Faile Street,DOE Owned,GYM,4482,Gymnasium,true,Inside,true,false
X,8,8,08X075,P.S. 75 School of Research and Discovery,Elementary,X075,P.S. 75 - Bronx,984 Faile Street,DOE Owned,GYM2,3021,Gymnasium,true,Inside,true,false
X,8,8,08X075,P.S. 75 School of Research and Discovery,Elementary,X075,P.S. 75 - Bronx,984 Faile Street,DOE Owned,Outdoor Yard 1,43709,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X093,P.S. 093 Albert G. Oliver,Elementary,X093,P.S. 93 - Bronx,1535 Story Avenue,DOE Owned,GYM,4234,Gymnasium,true,Inside,true,false
X,8,8,08X093,P.S. 093 Albert G. Oliver,Elementary,X093,P.S. 93 - Bronx,1535 Story Avenue,DOE Owned,Outdoor Yard 1,78055,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X100,P.S. 100 Isaac Clason,Elementary,X100,P.S. 100 - Bronx,800 Taylor Avenue,DOE Owned,GYM,3816,Gymnasium,false,Inside,false,false
X,8,8,08X100,P.S. 100 Isaac Clason,Elementary,X100,P.S. 100 - Bronx,800 Taylor Avenue,DOE Owned,Outdoor Yard 1,9125,Outdoor Yard,false,Outdoor,false,false
X,8,8,08X101,M.S. X101 Edward R. Byrne,Junior High-Intermediate-Middle,X101,I.S. 101 - Bronx,2750 Lafayette Avenue,DOE Owned,B42,1920,Gymnasium,true,Inside,true,false
X,8,8,08X101,M.S. X101 Edward R. Byrne,Junior High-Intermediate-Middle,X101,I.S. 101 - Bronx,2750 Lafayette Avenue,DOE Owned,GYMA,3250,Gymnasium,true,Inside,true,false
X,8,8,08X101,M.S. X101 Edward R. Byrne,Junior High-Intermediate-Middle,X101,I.S. 101 - Bronx,2750 Lafayette Avenue,DOE Owned,GYMB,3250,Gymnasium,true,Inside,true,false
X,8,8,08X101,M.S. X101 Edward R. Byrne,Junior High-Intermediate-Middle,X101,I.S. 101 - Bronx,2750 Lafayette Avenue,DOE Owned,Outdoor Yard 1,12495,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X107,P.S. 107,Elementary,X107,P.S. 107 - Bronx,1695 Seward Avenue,DOE Owned,Outdoor Yard 1,70731,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X119,The Dr. Emmett W. Bassett School,Elementary,X119,P.S. 119 - Bronx,1075 Pugsley Avenue,DOE Owned,139,2950,Gymnasium,true,Inside,true,false
X,8,8,08X119,The Dr. Emmett W. Bassett School,Elementary,X119,P.S. 119 - Bronx,1075 Pugsley Avenue,DOE Owned,Outdoor Yard 1,12693,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X119,The Dr. Emmett W. Bassett School,Elementary,X125,I.S. 125 - Bronx,1111 Pugsley Avenue,DOE Owned,GYM,6500,Gymnasium,true,Inside,true,false
X,8,8,08X123,J.H.S. 123 James M. Kieran,Junior High-Intermediate-Middle,X123,I.S. 123 - Bronx,1025 Morrison Avenue,DOE Owned,GYM,5720,Gymnasium,true,Inside,true,false
X,8,8,08X123,J.H.S. 123 James M. Kieran,Junior High-Intermediate-Middle,X123,I.S. 123 - Bronx,1025 Morrison Avenue,DOE Owned,Outdoor Yard 1,89000,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X125,J.H.S. 125 Henry Hudson,Junior High-Intermediate-Middle,X125,I.S. 125 - Bronx,1111 Pugsley Avenue,DOE Owned,GYM,6500,Gymnasium,true,Inside,true,false
X,8,8,08X130,P.S. 130 Abram Stevens Hewitt,Elementary,X130,P.S. 130 - Bronx,750 Prospect Avenue,DOE Owned,GYM,3808,Gymnasium,false,Inside,false,false
X,8,8,08X130,P.S. 130 Abram Stevens Hewitt,Elementary,X130,P.S. 130 - Bronx,750 Prospect Avenue,DOE Owned,Outdoor Yard 1,5390,Outdoor Yard,false,Outdoor,false,false
X,8,8,08X130,P.S. 130 Abram Stevens Hewitt,Elementary,X130,P.S. 130 - Bronx,750 Prospect Avenue,DOE Owned,Outdoor Yard 2,16050,Outdoor Yard,false,Outdoor,false,false
X,8,8,08X131,J.H.S. 131 Albert Einstein,Junior High-Intermediate-Middle,X131,I.S. 131 - Bronx,885 Bolton Avenue,DOE Owned,155A,3300,Gymnasium,true,Inside,true,false
X,8,8,08X131,J.H.S. 131 Albert Einstein,Junior High-Intermediate-Middle,X131,I.S. 131 - Bronx,885 Bolton Avenue,DOE Owned,155AB,6500,Gymnasium,true,Inside,true,false
X,8,8,08X131,J.H.S. 131 Albert Einstein,Junior High-Intermediate-Middle,X131,I.S. 131 - Bronx,885 Bolton Avenue,DOE Owned,155B,3300,Gymnasium,true,Inside,true,false
X,8,8,08X131,J.H.S. 131 Albert Einstein,Junior High-Intermediate-Middle,X131,I.S. 131 - Bronx,885 Bolton Avenue,DOE Owned,161,1040,Dance Room,true,Inside,true,false
X,8,8,08X131,J.H.S. 131 Albert Einstein,Junior High-Intermediate-Middle,X131,I.S. 131 - Bronx,885 Bolton Avenue,DOE Owned,175,1066,Dance Room,true,Inside,true,false
X,8,8,08X138,P.S. 138 Samuel Randall,Elementary,X138,P.S. 138 - Bronx,2060 Lafayette Avenue,DOE Owned,GYM,3685,Gymnasium,false,Inside,false,false
X,8,8,08X138,P.S. 138 Samuel Randall,Elementary,X138,P.S. 138 - Bronx,2060 Lafayette Avenue,DOE Owned,Outdoor Yard 1,49539,Outdoor Yard,false,Outdoor,false,false
X,8,8,08X140,P.S. X140 The Eagle School,Elementary,X140,P.S. 140 - Bronx,916 Eagle Avenue,DOE Owned,GYM,3685,Gymnasium,true,Inside,true,false
X,8,8,08X140,P.S. X140 The Eagle School,Elementary,X140,P.S. 140 - Bronx,916 Eagle Avenue,DOE Owned,Outdoor Yard 1,4362,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X146,P.S. 146 Edward Collins,Elementary,X146,P.S. 146 - Bronx,968 Cauldwell Avenue,DOE Owned,GYM,3752,Gymnasium,true,Inside,true,false
X,8,8,08X146,P.S. 146 Edward Collins,Elementary,X146,P.S. 146 - Bronx,968 Cauldwell Avenue,DOE Owned,Outdoor Yard 1,40691,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X152,P.S. 152 Evergreen,Elementary,X152,P.S. 152 - Bronx,1007 Evergreen Avenue,DOE Owned,GYM,3000,Gymnasium,true,Inside,true,false
X,8,8,08X152,P.S. 152 Evergreen,Elementary,X152,P.S. 152 - Bronx,1007 Evergreen Avenue,DOE Owned,Outdoor Yard 1,15229,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X152,P.S. 152 Evergreen,Elementary,X823,I.S. 123 Minischool - Bronx,1025 Morrison Avenue,DOE Owned,Outdoor Yard 1,39058,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X182,P.S. 182,Elementary,X182,P.S. 182 - Bronx,601 Stickball Boulevard,DOE Owned,151,2736,Gymnasium,false,Inside,false,false
X,8,8,08X269,Bronx Studio School for Writers and Artists,Junior High-Intermediate-Middle,X392,'The Casita Maria Center For Arts And Education,928 Simpson Street,Tax Levy Lease,101,6960,Gymnasium,true,Inside,true,false
X,8,8,08X269,Bronx Studio School for Writers and Artists,Junior High-Intermediate-Middle,X392,'The Casita Maria Center For Arts And Education,928 Simpson Street,Tax Levy Lease,207,1134,Dance Room,true,Inside,true,false
X,8,8,08X282,Women's Academy of Excellence,High school,X174,I.S. 174 - Bronx,456 White Plains Road,DOE Owned,116,1540,Gymnasium,true,Inside,true,false
X,8,8,08X282,Women's Academy of Excellence,High school,X174,I.S. 174 - Bronx,456 White Plains Road,DOE Owned,GYMA,3250,Gymnasium,true,Inside,true,false
X,8,8,08X282,Women's Academy of Excellence,High school,X174,I.S. 174 - Bronx,456 White Plains Road,DOE Owned,GYMB,3250,Gymnasium,true,Inside,true,false
X,8,8,08X282,Women's Academy of Excellence,High school,X174,I.S. 174 - Bronx,456 White Plains Road,DOE Owned,Outdoor Yard 1,22912,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X293,Renaissance High School for Musical Theater & Technology,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM A&B,9870,Gymnasium,true,Inside,true,false
X,8,8,08X293,Renaissance High School for Musical Theater & Technology,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM C&D,9975,Gymnasium,true,Inside,true,false
X,8,8,08X293,Renaissance High School for Musical Theater & Technology,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM E,3392,Weight Room,true,Inside,true,false
X,8,8,08X293,Renaissance High School for Musical Theater & Technology,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM S,1518,Auxiliary Exercise Room,true,Inside,true,false
X,8,8,08X301,M.S. 301 Paul L. Dunbar,Junior High-Intermediate-Middle,X120,I.S. 301 - Bronx,890 Cauldwell Avenue,DOE Owned,140/142,6175,Gymnasium,true,Inside,true,false
X,8,8,08X301,M.S. 301 Paul L. Dunbar,Junior High-Intermediate-Middle,X120,I.S. 301 - Bronx,890 Cauldwell Avenue,DOE Owned,Outdoor Yard 1,8415,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X302,M.S. 302 Luisa Dessus Cruz,Junior High-Intermediate-Middle,X052,I.S. 302 - Bronx,681 Kelly Street,DOE Owned,GYM,6500,Gymnasium,true,Inside,true,false
X,8,8,08X302,M.S. 302 Luisa Dessus Cruz,Junior High-Intermediate-Middle,X052,I.S. 302 - Bronx,681 Kelly Street,DOE Owned,Outdoor Yard 1,40063,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X302,M.S. 302 Luisa Dessus Cruz,Junior High-Intermediate-Middle,X052,I.S. 302 - Bronx,681 Kelly Street,DOE Owned,Outdoor Yard 2,11329,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X304,P.S. 304 Early Childhood School,Elementary,X101,I.S. 101 - Bronx,2750 Lafayette Avenue,DOE Owned,B42,1920,Gymnasium,true,Inside,true,false
X,8,8,08X304,P.S. 304 Early Childhood School,Elementary,X101,I.S. 101 - Bronx,2750 Lafayette Avenue,DOE Owned,GYMA,3250,Gymnasium,true,Inside,true,false
X,8,8,08X304,P.S. 304 Early Childhood School,Elementary,X101,I.S. 101 - Bronx,2750 Lafayette Avenue,DOE Owned,GYMB,3250,Gymnasium,true,Inside,true,false
X,8,8,08X304,P.S. 304 Early Childhood School,Elementary,X101,I.S. 101 - Bronx,2750 Lafayette Avenue,DOE Owned,Outdoor Yard 1,12495,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X305,Pablo Neruda Academy,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,141,1674,Dance Room,true,Inside,true,false
X,8,8,08X305,Pablo Neruda Academy,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,276,1190,Weight Room,true,Inside,true,false
X,8,8,08X305,Pablo Neruda Academy,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,419,943,Dance Room,true,Inside,true,false
X,8,8,08X305,Pablo Neruda Academy,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM1/2,9603,Gymnasium,true,Inside,true,false
X,8,8,08X305,Pablo Neruda Academy,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM3/4,9801,Gymnasium,true,Inside,true,false
X,8,8,08X312,Millennium Art Academy,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,141,1674,Dance Room,true,Inside,true,false
X,8,8,08X312,Millennium Art Academy,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,276,1190,Weight Room,true,Inside,true,false
X,8,8,08X312,Millennium Art Academy,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,419,943,Dance Room,true,Inside,true,false
X,8,8,08X312,Millennium Art Academy,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM1/2,9603,Gymnasium,true,Inside,true,false
X,8,8,08X312,Millennium Art Academy,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM3/4,9801,Gymnasium,true,Inside,true,false
X,8,8,08X320,Pelham Lab High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM A&B,9870,Gymnasium,true,Inside,true,false
X,8,8,08X320,Pelham Lab High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM C&D,9975,Gymnasium,true,Inside,true,false
X,8,8,08X320,Pelham Lab High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM E,3392,Weight Room,true,Inside,true,false
X,8,8,08X320,Pelham Lab High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM S,1518,Auxiliary Exercise Room,true,Inside,true,false
X,8,8,08X332,Holcombe L. Rucker School of Community Research,High school,X039,New Sch For Arts And Science - X,965 Longwood Avenue,DOE Owned,115,924,Weight Room,true,Inside,true,false
X,8,8,08X333,P.S. 333 - The Museum School,Elementary,X060,P.S. 333 - Bronx,888 Rev J A Polite Ave,DOE Owned,370,3135,Gymnasium,true,Inside,true,false
X,8,8,08X333,P.S. 333 - The Museum School,Elementary,X060,P.S. 333 - Bronx,888 Rev J A Polite Ave,DOE Owned,372,675,Gymnasium,true,Inside,true,false
X,8,8,08X333,P.S. 333 - The Museum School,Elementary,X060,P.S. 333 - Bronx,888 Rev J A Polite Ave,DOE Owned,Outdoor Yard 1,18213,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X333,P.S. 333 - The Museum School,Elementary,X060,P.S. 333 - Bronx,888 Rev J A Polite Ave,DOE Owned,Outdoor Yard 2,21605,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X335,The Academy of the Arts,Elementary,X060,P.S. 333 - Bronx,888 Rev J A Polite Ave,DOE Owned,370,3135,Gymnasium,true,Inside,true,false
X,8,8,08X335,The Academy of the Arts,Elementary,X060,P.S. 333 - Bronx,888 Rev J A Polite Ave,DOE Owned,372,675,Gymnasium,true,Inside,true,false
