Borough,Geographical  District,Admin District,ATS Code,Location Name,Grade Level,Building Code,Building Name,Address,Building Ownership Description,Room No,Area,Function,Is school co-located?,Inside v outside,Is the space shared by any other schools?,Space used for any other purpose beside PE
X,8,8,08X335,The Academy of the Arts,Elementary,X060,P.S. 333 - Bronx,888 Rev J A Polite Ave,DOE Owned,Outdoor Yard 1,18213,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X335,The Academy of the Arts,Elementary,X060,P.S. 333 - Bronx,888 Rev J A Polite Ave,DOE Owned,Outdoor Yard 2,21605,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X337,The School for Inquiry and Social Justice,Junior High-Intermediate-Middle,X123,I.S. 123 - Bronx,1025 Morrison Avenue,DOE Owned,GYM,5720,Gymnasium,true,Inside,true,false
X,8,8,08X337,The School for Inquiry and Social Justice,Junior High-Intermediate-Middle,X123,I.S. 123 - Bronx,1025 Morrison Avenue,DOE Owned,Outdoor Yard 1,89000,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X348,Schuylerville Preparatory High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM A&B,9870,Gymnasium,true,Inside,true,false
X,8,8,08X348,Schuylerville Preparatory High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM C&D,9975,Gymnasium,true,Inside,true,false
X,8,8,08X348,Schuylerville Preparatory High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM E,3392,Weight Room,true,Inside,true,false
X,8,8,08X348,Schuylerville Preparatory High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM S,1518,Auxiliary Exercise Room,true,Inside,true,false
X,8,8,08X349,Bronx River High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM A&B,9870,Gymnasium,true,Inside,true,false
X,8,8,08X349,Bronx River High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM C&D,9975,Gymnasium,true,Inside,true,false
X,8,8,08X349,Bronx River High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM E,3392,Weight Room,true,Inside,true,false
X,8,8,08X349,Bronx River High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM S,1518,Auxiliary Exercise Room,true,Inside,true,false
X,8,8,08X367,"Archimedes Academy for Math, Science and Technology Applications",Junior High-Intermediate-Middle,X174,I.S. 174 - Bronx,456 White Plains Road,DOE Owned,116,1540,Gymnasium,true,Inside,true,false
X,8,8,08X367,"Archimedes Academy for Math, Science and Technology Applications",Junior High-Intermediate-Middle,X174,I.S. 174 - Bronx,456 White Plains Road,DOE Owned,GYMA,3250,Gymnasium,true,Inside,true,false
X,8,8,08X367,"Archimedes Academy for Math, Science and Technology Applications",Junior High-Intermediate-Middle,X174,I.S. 174 - Bronx,456 White Plains Road,DOE Owned,GYMB,3250,Gymnasium,true,Inside,true,false
X,8,8,08X367,"Archimedes Academy for Math, Science and Technology Applications",Junior High-Intermediate-Middle,X174,I.S. 174 - Bronx,456 White Plains Road,DOE Owned,Outdoor Yard 1,22912,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X371,Urban Institute of Mathematics,Junior High-Intermediate-Middle,X192,I.S. 192 - Bronx,650 Hollywood Avenue,DOE Owned,134,968,Dance Room,true,Inside,true,false
X,8,8,08X371,Urban Institute of Mathematics,Junior High-Intermediate-Middle,X192,I.S. 192 - Bronx,650 Hollywood Avenue,DOE Owned,GYM.,5310,Gymnasium,true,Inside,true,false
X,8,8,08X371,Urban Institute of Mathematics,Junior High-Intermediate-Middle,X192,I.S. 192 - Bronx,650 Hollywood Avenue,DOE Owned,Outdoor Yard 1,81744,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X375,The Bronx Mathematics Preparatory School,Junior High-Intermediate-Middle,X174,I.S. 174 - Bronx,456 White Plains Road,DOE Owned,116,1540,Gymnasium,true,Inside,true,false
X,8,8,08X375,The Bronx Mathematics Preparatory School,Junior High-Intermediate-Middle,X174,I.S. 174 - Bronx,456 White Plains Road,DOE Owned,GYMA,3250,Gymnasium,true,Inside,true,false
X,8,8,08X375,The Bronx Mathematics Preparatory School,Junior High-Intermediate-Middle,X174,I.S. 174 - Bronx,456 White Plains Road,DOE Owned,GYMB,3250,Gymnasium,true,Inside,true,false
X,8,8,08X375,The Bronx Mathematics Preparatory School,Junior High-Intermediate-Middle,X174,I.S. 174 - Bronx,456 White Plains Road,DOE Owned,Outdoor Yard 1,22912,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X376,Antonia Pantoja Preparatory Academy: A College Board School,Junior High-Intermediate-Middle,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,141,1674,Dance Room,true,Inside,true,false
X,8,8,08X376,Antonia Pantoja Preparatory Academy: A College Board School,Junior High-Intermediate-Middle,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,276,1190,Weight Room,true,Inside,true,false
X,8,8,08X376,Antonia Pantoja Preparatory Academy: A College Board School,Junior High-Intermediate-Middle,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,419,943,Dance Room,true,Inside,true,false
X,8,8,08X376,Antonia Pantoja Preparatory Academy: A College Board School,Junior High-Intermediate-Middle,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM1/2,9603,Gymnasium,true,Inside,true,false
X,8,8,08X376,Antonia Pantoja Preparatory Academy: A College Board School,Junior High-Intermediate-Middle,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM3/4,9801,Gymnasium,true,Inside,true,false
X,8,8,08X377,Bronx Community High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,141,1674,Dance Room,true,Inside,true,false
X,8,8,08X377,Bronx Community High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,276,1190,Weight Room,true,Inside,true,false
X,8,8,08X377,Bronx Community High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,419,943,Dance Room,true,Inside,true,false
X,8,8,08X377,Bronx Community High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM1/2,9603,Gymnasium,true,Inside,true,false
X,8,8,08X377,Bronx Community High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM3/4,9801,Gymnasium,true,Inside,true,false
X,8,8,08X392,Bronx Delta School,Elementary,X192,I.S. 192 - Bronx,650 Hollywood Avenue,DOE Owned,134,968,Dance Room,true,Inside,true,false
X,8,8,08X392,Bronx Delta School,Elementary,X192,I.S. 192 - Bronx,650 Hollywood Avenue,DOE Owned,GYM.,5310,Gymnasium,true,Inside,true,false
X,8,8,08X392,Bronx Delta School,Elementary,X192,I.S. 192 - Bronx,650 Hollywood Avenue,DOE Owned,Outdoor Yard 1,81744,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X405,Herbert H. Lehman High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM A&B,9870,Gymnasium,true,Inside,true,false
X,8,8,08X405,Herbert H. Lehman High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM C&D,9975,Gymnasium,true,Inside,true,false
X,8,8,08X405,Herbert H. Lehman High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM E,3392,Weight Room,true,Inside,true,false
X,8,8,08X405,Herbert H. Lehman High School,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM S,1518,Auxiliary Exercise Room,true,Inside,true,false
X,8,8,08X424,The Hunts Point School,Junior High-Intermediate-Middle,X074,I.S. 201 - Bronx,730 Bryant Avenue,DOE Owned,145,1204,Dance Room,true,Inside,true,false
X,8,8,08X424,The Hunts Point School,Junior High-Intermediate-Middle,X074,I.S. 201 - Bronx,730 Bryant Avenue,DOE Owned,163,5940,Gymnasium,true,Inside,true,false
X,8,8,08X424,The Hunts Point School,Junior High-Intermediate-Middle,X074,I.S. 201 - Bronx,730 Bryant Avenue,DOE Owned,Outdoor Yard 1,27999,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X432,Bronx Bridges High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,141,1674,Dance Room,true,Inside,true,false
X,8,8,08X432,Bronx Bridges High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,276,1190,Weight Room,true,Inside,true,false
X,8,8,08X432,Bronx Bridges High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,419,943,Dance Room,true,Inside,true,false
X,8,8,08X432,Bronx Bridges High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM1/2,9603,Gymnasium,true,Inside,true,false
X,8,8,08X432,Bronx Bridges High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM3/4,9801,Gymnasium,true,Inside,true,false
X,8,8,08X448,Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,X131,I.S. 131 - Bronx,885 Bolton Avenue,DOE Owned,155A,3300,Gymnasium,true,Inside,true,false
X,8,8,08X448,Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,X131,I.S. 131 - Bronx,885 Bolton Avenue,DOE Owned,155AB,6500,Gymnasium,true,Inside,true,false
X,8,8,08X448,Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,X131,I.S. 131 - Bronx,885 Bolton Avenue,DOE Owned,155B,3300,Gymnasium,true,Inside,true,false
X,8,8,08X448,Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,X131,I.S. 131 - Bronx,885 Bolton Avenue,DOE Owned,161,1040,Dance Room,true,Inside,true,false
X,8,8,08X448,Soundview Academy for Culture and Scholarship,Junior High-Intermediate-Middle,X131,I.S. 131 - Bronx,885 Bolton Avenue,DOE Owned,175,1066,Dance Room,true,Inside,true,false
X,8,8,08X452,Bronx Guild,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,141,1674,Dance Room,true,Inside,true,false
X,8,8,08X452,Bronx Guild,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,276,1190,Weight Room,true,Inside,true,false
X,8,8,08X452,Bronx Guild,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,419,943,Dance Room,true,Inside,true,false
X,8,8,08X452,Bronx Guild,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM1/2,9603,Gymnasium,true,Inside,true,false
X,8,8,08X452,Bronx Guild,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM3/4,9801,Gymnasium,true,Inside,true,false
X,8,8,08X467,Mott Hall Community School,Junior High-Intermediate-Middle,X192,I.S. 192 - Bronx,650 Hollywood Avenue,DOE Owned,134,968,Dance Room,true,Inside,true,false
X,8,8,08X467,Mott Hall Community School,Junior High-Intermediate-Middle,X192,I.S. 192 - Bronx,650 Hollywood Avenue,DOE Owned,GYM.,5310,Gymnasium,true,Inside,true,false
X,8,8,08X467,Mott Hall Community School,Junior High-Intermediate-Middle,X192,I.S. 192 - Bronx,650 Hollywood Avenue,DOE Owned,Outdoor Yard 1,81744,Outdoor Yard,true,Outdoor,true,false
X,8,8,08X530,Banana Kelly High School,High school,X039,New Sch For Arts And Science - X,965 Longwood Avenue,DOE Owned,115,924,Weight Room,true,Inside,true,false
X,8,8,08X558,Westchester Square Academy,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM A&B,9870,Gymnasium,true,Inside,true,false
X,8,8,08X558,Westchester Square Academy,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM C&D,9975,Gymnasium,true,Inside,true,false
X,8,8,08X558,Westchester Square Academy,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM E,3392,Weight Room,true,Inside,true,false
X,8,8,08X558,Westchester Square Academy,High school,X405,Herbert H. Lehman Hs - X,3000 East Tremont Avenue,DOE Owned,GYM S,1518,Auxiliary Exercise Room,true,Inside,true,false
X,8,8,08X559,School for Tourism and Hospitality,High school,X650,Jane Addams Hs - X,900 Tinton Avenue,DOE Owned,440,1265,Weight Room,true,Inside,true,false
X,8,8,08X559,School for Tourism and Hospitality,High school,X650,Jane Addams Hs - X,900 Tinton Avenue,DOE Owned,GYM,5040,Gymnasium,true,Inside,true,false
X,8,8,08X561,Bronx Compass High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,141,1674,Dance Room,true,Inside,true,false
X,8,8,08X561,Bronx Compass High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,276,1190,Weight Room,true,Inside,true,false
X,8,8,08X561,Bronx Compass High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,419,943,Dance Room,true,Inside,true,false
X,8,8,08X561,Bronx Compass High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM1/2,9603,Gymnasium,true,Inside,true,false
X,8,8,08X561,Bronx Compass High School,High school,X450,Adlai E. Stevenson Educational Campus,1980 Lafayette Avenue,DOE Owned,GYM3/4,9801,Gymnasium,true,Inside,true,false
X,8,8,08X562,Blueprint Middle School,Junior High-Intermediate-Middle,X125,I.S. 125 - Bronx,1111 Pugsley Avenue,DOE Owned,GYM,6500,Gymnasium,true,Inside,true,false
X,9,9,09X004,P.S./M.S. 004 Crotona Park West,K-8,X004,P.S. 4 - Bronx,1701 Fulton Avenue,DOE Owned,102A-A,1932,Gymnasium,true,Inside,true,false
X,9,9,09X004,P.S./M.S. 004 Crotona Park West,K-8,X004,P.S. 4 - Bronx,1701 Fulton Avenue,DOE Owned,103A,1960,Gymnasium,true,Inside,true,false
X,9,9,09X004,P.S./M.S. 004 Crotona Park West,K-8,X004,P.S. 4 - Bronx,1701 Fulton Avenue,DOE Owned,POOL,3815,Swimming Pool,true,Inside,true,false
X,9,9,09X004,P.S./M.S. 004 Crotona Park West,K-8,X004,P.S. 4 - Bronx,1701 Fulton Avenue,DOE Owned,Outdoor Yard 1,10472,Outdoor Yard,true,Outdoor,true,false
X,9,9,09X004,P.S./M.S. 004 Crotona Park West,K-8,X004,P.S. 4 - Bronx,1701 Fulton Avenue,DOE Owned,Outdoor Yard 2,10021,Outdoor Yard,true,Outdoor,true,false
X,9,9,09X004,P.S./M.S. 004 Crotona Park West,K-8,X171,P.S. 4 Annex (P171 Ecc) - Bronx,1717 Fulton Avenue,DOE Owned,Outdoor Yard 1,3937,Outdoor Yard,true,Outdoor,true,false
X,9,9,09X004,P.S./M.S. 004 Crotona Park West,K-8,X171,P.S. 4 Annex (P171 Ecc) - Bronx,1717 Fulton Avenue,DOE Owned,Outdoor Yard 2,3040,Outdoor Yard,true,Outdoor,true,false
X,9,9,09X011,P.S. 011 Highbridge,Elementary,X011,P.S. 11 - Bronx,1257 Ogden Avenue,DOE Owned,GYM,4514,Gymnasium,false,Inside,true,false
X,9,9,09X011,P.S. 011 Highbridge,Elementary,X011,P.S. 11 - Bronx,1257 Ogden Avenue,DOE Owned,Outdoor Yard 1,10227,Outdoor Yard,false,Outdoor,false,false
X,9,9,09X011,P.S. 011 Highbridge,Elementary,X011,P.S. 11 - Bronx,1257 Ogden Avenue,DOE Owned,Outdoor Yard 2,18229,Outdoor Yard,false,Outdoor,false,false
X,9,9,09X011,P.S. 011 Highbridge,Elementary,X172,P.S. 11 Annex (P172 Ecc) - Bronx,1399 Ogden Ave,DOE Owned,Outdoor Yard 1,4730,Outdoor Yard,false,Outdoor,false,false
X,9,9,09X022,J.H.S. 022 Jordan L. Mott,Junior High-Intermediate-Middle,X022,I.S. 22 - Bronx,270 East 167 Street,DOE Owned,EAST,4118,Gymnasium,true,Inside,true,false
X,9,9,09X022,J.H.S. 022 Jordan L. Mott,Junior High-Intermediate-Middle,X022,I.S. 22 - Bronx,270 East 167 Street,DOE Owned,WEST,4118,Gymnasium,true,Inside,true,false
X,9,9,09X022,J.H.S. 022 Jordan L. Mott,Junior High-Intermediate-Middle,X022,I.S. 22 - Bronx,270 East 167 Street,DOE Owned,Outdoor Yard 1,4437,Outdoor Yard,true,Outdoor,true,false
X,9,9,09X028,P.S. 028 Mount Hope,Elementary,X028,P.S. 28 - Bronx,1861 Anthony Avenue,DOE Owned,Outdoor Yard 1,19776,Outdoor Yard,false,Outdoor,false,false
X,9,9,09X028,P.S. 028 Mount Hope,Elementary,X028,P.S. 28 - Bronx,1861 Anthony Avenue,DOE Owned,101,551,Playroom,false,Inside,false,false
X,9,9,09X035,P.S. 035 Franz Siegel,Elementary,X035,P.S. 35 - Bronx,261 East 163 Street,DOE Owned,Outdoor Yard 1,13214,Outdoor Yard,false,Outdoor,false,false
X,9,9,09X035,P.S. 035 Franz Siegel,Elementary,X035,P.S. 35 - Bronx,261 East 163 Street,DOE Owned,AUD,1824,Multi-Purpose Non Classroom,false,Inside,false,true
X,9,9,09X035,P.S. 035 Franz Siegel,Elementary,X035,P.S. 35 - Bronx,261 East 163 Street,DOE Owned,GYM,814,Multi-Purpose Non Classroom,false,Inside,false,true
X,9,9,09X042,P.S. 042 Claremont,Elementary,X042,P.S. 42 - Bronx,1537 Washington Avenue,DOE Owned,Outdoor Yard 1,18163,Outdoor Yard,true,Outdoor,true,false
X,9,9,09X042,P.S. 042 Claremont,Elementary,X042,P.S. 42 - Bronx,1537 Washington Avenue,DOE Owned,411,638,Multi-Purpose Classroom,true,Inside,true,true
X,9,9,09X042,P.S. 042 Claremont,Elementary,X042,P.S. 42 - Bronx,1537 Washington Avenue,DOE Owned,AUD,3944,Multi-Purpose Room,true,Inside,true,true
X,9,9,09X053,P.S. 053 Basheer Quisim,Elementary,X053,P.S. 53 - Bronx,360 East 168 Street,DOE Owned,GYM,1950,Gymnasium,false,Inside,false,false
X,9,9,09X053,P.S. 053 Basheer Quisim,Elementary,X053,P.S. 53 - Bronx,360 East 168 Street,DOE Owned,Outdoor Yard 1,17049,Outdoor Yard,false,Outdoor,false,false
X,9,9,09X053,P.S. 053 Basheer Quisim,Elementary,X851,P.S. 53 Minischool #1 - Bronx,360 East 168 Street,DOE Owned,Outdoor Yard 1,3982,Outdoor Yard,false,Outdoor,false,false
X,9,9,09X055,P.S. 055 Benjamin Franklin,Elementary,X055,P.S. 55 - Bronx,450 Saint Paul'S Place,DOE Owned,Outdoor Yard 1,23906,Outdoor Yard,true,Outdoor,true,false
X,9,9,09X055,P.S. 055 Benjamin Franklin,Elementary,X055,P.S. 55 - Bronx,450 Saint Paul'S Place,DOE Owned,411,598,Multi-Purpose Non Classroom,true,Inside,true,true
X,9,9,09X055,P.S. 055 Benjamin Franklin,Elementary,X055,P.S. 55 - Bronx,450 Saint Paul'S Place,DOE Owned,YARD A,4505,Multi-Purpose Non Classroom,true,Inside,true,true
X,9,9,09X055,P.S. 055 Benjamin Franklin,Elementary,X055,P.S. 55 - Bronx,450 Saint Paul'S Place,DOE Owned,YARD B,2900,Multi-Purpose Non Classroom,true,Inside,true,true
X,9,9,09X058,P.S. 058,Elementary,X058,P.S. 58 - Bronx,459 East 176 Street,DOE Owned,GYM,3864,Gymnasium,false,Inside,false,false
X,9,9,09X058,P.S. 058,Elementary,X058,P.S. 58 - Bronx,459 East 176 Street,DOE Owned,Outdoor Yard 1,10283,Outdoor Yard,false,Outdoor,false,false
X,9,9,09X063,P.S. 063 Author's Academy,Elementary,X063,P.S. 63 - Bronx,1260 Franklin Avenue,DOE Owned,GYM1,1705,Gymnasium,true,Inside,true,false
X,9,9,09X063,P.S. 063 Author's Academy,Elementary,X063,P.S. 63 - Bronx,1260 Franklin Avenue,DOE Owned,GYM2,1705,Gymnasium,true,Inside,true,false
X,9,9,09X070,P.S. 070 Max Schoenfeld,Elementary,X070,P.S. 70 - Bronx,1691 Weeks Avenue,DOE Owned,510,638,Dance Room,false,Inside,false,false
X,9,9,09X070,P.S. 070 Max Schoenfeld,Elementary,X070,P.S. 70 - Bronx,1691 Weeks Avenue,DOE Owned,GYM,4374,Gymnasium,false,Inside,false,false
X,9,9,09X070,P.S. 070 Max Schoenfeld,Elementary,X070,P.S. 70 - Bronx,1691 Weeks Avenue,DOE Owned,Outdoor Yard 1,13819,Outdoor Yard,false,Outdoor,false,false
X,9,9,09X073,P.S. 073 Bronx,Elementary,X073,P.S. 73 - Bronx,1020 Anderson Avenue,DOE Owned,3GYM,4505,Gymnasium,false,Inside,false,false
X,9,9,09X073,P.S. 073 Bronx,Elementary,X073,P.S. 73 - Bronx,1020 Anderson Avenue,DOE Owned,Outdoor Yard 1,40059,Outdoor Yard,false,Outdoor,false,false
X,9,9,09X109,P.S. 109 Sedgwick,Elementary,X109,P.S. 109 - Bronx,1771 Popham Avenue,DOE Owned,GYM,3850,Gymnasium,false,Inside,false,false
X,9,9,09X109,P.S. 109 Sedgwick,Elementary,X109,P.S. 109 - Bronx,1771 Popham Avenue,DOE Owned,Outdoor Yard 1,19004,Outdoor Yard,false,Outdoor,false,false
X,9,9,09X109,P.S. 109 Sedgwick,Elementary,X899,P.S. 109 Minischool - Bronx,1771 Popham Avenue,DOE Owned,Outdoor Yard 1,44000,Outdoor Yard,false,Outdoor,false,false
X,9,9,09X110,P.S. 110 Theodore Schoenfeld,Elementary,X110,P.S. 110 - Bronx,580 Crotona Park South,DOE Owned,GYM.,3900,Gymnasium,true,Inside,true,false
X,9,9,09X110,P.S. 110 Theodore Schoenfeld,Elementary,X110,P.S. 110 - Bronx,580 Crotona Park South,DOE Owned,Outdoor Yard 1,40032,Outdoor Yard,true,Outdoor,true,false
X,9,9,09X114,P.S. X114 - Luis Llorens Torres Schools,Elementary,X114,P.S. 114 - Bronx,1155 Cromwell Avenue,DOE Owned,GYM,3920,Gymnasium,false,Inside,false,false
X,9,9,09X117,I.S. 117 Joseph H. Wade,Junior High-Intermediate-Middle,X117,I.S. 117 - Bronx,1865 Morris Avenue,DOE Owned,139,805,Dance Room,true,Inside,true,false
X,9,9,09X117,I.S. 117 Joseph H. Wade,Junior High-Intermediate-Middle,X117,I.S. 117 - Bronx,1865 Morris Avenue,DOE Owned,Outdoor Yard 1,36757,Outdoor Yard,true,Outdoor,true,false
X,9,9,09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,X126,P.S. 126 (Ecf) - Bronx,175 West 166 Street,DOE Owned,CAF/GYM,5850,Gymnasium/Cafeteria,false,Inside,false,true
X,9,9,09X126,P.S. 126 Dr Marjorie H Dunbar,Elementary,X126,P.S. 126 (Ecf) - Bronx,175 West 166 Street,DOE Owned,Outdoor Yard 1,38568,Outdoor Yard,false,Outdoor,false,false
X,9,9,09X128,Mott Hall III,Junior High-Intermediate-Middle,X110,P.S. 110 - Bronx,580 Crotona Park South,DOE Owned,GYM.,3900,Gymnasium,true,Inside,true,false
